cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Pennsylvania",10/18/2016,10/26/2016,"SurveyMonkey","C-",2506,"lv",1.795737,48,42,6,,47.03042,40.98851,3.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47594,74484,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",10/6/2016,10/9/2016,"Marquette University","A",878,"lv",1.78716,44,37,9,,44.61871,38.30258,6.312498,,"","https://law.marquette.edu/poll/2016/10/12/press-release-title/",46767,73136,10/12/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Kansas",10/18/2016,10/26/2016,"SurveyMonkey","C-",1842,"lv",1.782941,36,48,11,,35.02993,47.03769,8.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47572,74462,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Texas",10/22/2016,10/24/2016,"Crosswind Media & Public Relations","C+",800,"lv",1.778218,38,45,7,,37.77264,45.20245,5.841941,,"","http://www.mystatesman.com/news/news/state-regional-govt-politics/new-texas-polls-shows-trump-with-small-but-safe-le/nsx2d/",47529,74324,10/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Colorado",10/18/2016,10/26/2016,"SurveyMonkey","C-",1800,"lv",1.772984,45,38,11,,44.02978,37.05332,8.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47561,74451,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Ohio",10/18/2016,10/26/2016,"SurveyMonkey","C-",2173,"lv",1.745199,40,45,9,,39.03017,44.01391,6.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47591,74481,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Arizona",10/18/2016,10/26/2016,"SurveyMonkey","C-",1752,"lv",1.736903,42,43,10,,41.03002,42.02933,7.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47558,74448,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",10/17/2016,10/19/2016,"Emerson College","B",900,"lv",1.736145,44,36,10,,44.01179,35.34386,8.984357,,"","http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf",47079,73675,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Maine CD-2",10/10/2016,10/11/2016,"Clarity Campaign Labs","B",932,"lv",1.733826,39,39,,,37.52085,38.28111,,,"","https://www.scribd.com/document/328156011/ME-02-Clarity-Campaign-Labs-for-House-Majority-PAC-Oct-2016",47088,73701,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",10/25/2016,10/26/2016,"Dixie Strategies","C+",698,"lv",1.728552,42.4,45.7,,,43.00174,44.73922,,,"","http://www.newsmax.com/Politics/donald-trump-florida-lead-dixie-strategies/2016/10/27/id/755672/",47621,74529,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Michigan",10/18/2016,10/26/2016,"SurveyMonkey","C-",1928,"lv",1.726045,43,40,8,,42.0301,39.02121,5.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47578,74468,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/18/2016,10/26/2016,"SurveyMonkey","C-",2001,"lv",1.713996,48,43,7,,47.03063,41.9679,4.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47589,74479,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",10/17/2016,10/21/2016,"YouGov","B",772,"lv",1.713647,43,38,8,,42.93516,38.1763,8.961616,,"","http://boston.cbslocal.com/2016/10/27/wbz-poll-new-hampshire-presidential-race-clinton-trump/",47326,74384,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New York",10/13/2016,10/17/2016,"Siena College","A",611,"lv",1.706484,54,30,5,,54.11015,32.43746,2.773021,,"","http://files.constantcontact.com/9c83fb30501/bf2b01c8-26d1-4eaf-983a-1ee767e34e62.pdf",47059,73634,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/12/2016,10/16/2016,"CBS News/New York Times","A-",778,"lv",1.705778,47,38,8,,47.38988,39.06293,5.674231,,"","http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/",46954,73443,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",10/18/2016,10/26/2016,"SurveyMonkey","C-",1524,"lv",1.697679,43,42,9,,42.02991,41.04014,6.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47605,74495,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/14/2016,10/16/2016,"SurveyUSA","A",651,"lv",1.687579,46,44,6,,44.8327,43.71124,5.549861,,"","http://www.surveyusa.com/client/PollReport.aspx?g=ce17282d-d070-493a-8bcd-ee02ca9016e6",47057,73630,10/18/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New York",10/18/2016,10/26/2016,"SurveyMonkey","C-",1480,"lv",1.683813,57,32,5,,56.03008,31.02263,2.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47588,74478,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Louisiana",10/17/2016,10/19/2016,"Mason-Dixon Polling & Research, Inc.","B+",625,"lv",1.677053,34,54,2,,32.81292,54.48284,1.315884,,"","http://www.ksla.com/story/33437911/exclusive-poll-trump-holds-strong-lead-over-clinton-in-louisiana",47155,73788,10/21/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/10/2016,10/12/2016,"Marist College","A",743,"lv",1.675011,45,41,9,,43.86274,42.34851,6.473385,,"","http://www.wsj.com/articles/hillary-clinton-leads-by-4-points-in-north-carolina-donald-trump-has-1-point-gain-in-ohio-poll-finds-1476388816?tesla=y",46788,73166,10/13/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Utah",10/12/2016,10/14/2016,"YouGov","B",951,"lv",1.665058,20,37,7,20,20.10184,36.94037,7.090752,21.28077,"","http://www.cbsnews.com/news/poll-women-propel-hillary-clinton-into-battleground-lead-over-donald-trump/?ftag=CNM-00-10aab7e&linkId=29990731",46866,73319,10/16/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/10/2016,10/15/2016,"CNN/Opinion Research Corp.","A-",788,"lv",1.664418,48,47,4,,47.37632,45.7606,2.331593,,"","http://i2.cdn.turner.com/cnn/2016/images/10/17/link.1..pdf",46883,73344,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",10/13/2016,10/16/2016,"St. Norbert College","A-",664,"lv",1.661049,47,39,1,,46.96309,40.15918,1.115101,,"","http://www.snc.edu/sri/docs/2016/201610_Fall_WI_Survey_President_Release.pdf",47014,73509,10/18/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Utah",10/23/2016,10/24/2016,"Rasmussen Reports/Pulse Opinion Research","C+",750,"lv",1.658681,28,32,4,29,28.57816,32.09306,4.036634,29,"","http://heatst.com/politics/utah-poll-exclusive-voters-want-gop-to-endorse-evan-mcmullin-in-3-way-tie/",47525,74319,10/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Idaho",10/23/2016,10/24/2016,"Rasmussen Reports/Pulse Opinion Research","C+",750,"lv",1.658681,29,48,6,,29.57817,48.09478,6.036634,,"","http://www.rasmussenreports.com/platinum/election_2016_state_polls/crosstabs_election_2016_idaho_president_october_20_22_2016",47609,74508,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Ohio",10/10/2016,10/15/2016,"CNN/Opinion Research Corp.","A-",774,"lv",1.642057,44,48,4,,43.40471,46.84856,2.331593,,"","http://i2.cdn.turner.com/cnn/2016/images/10/17/link.3..pdf",46885,73352,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",10/12/2016,10/14/2016,"YouGov","B",996,"lv",1.6406,46,40,4,,46.23509,40.29411,4.471466,,"","http://www.cbsnews.com/news/poll-women-propel-hillary-clinton-into-battleground-lead-over-donald-trump/?ftag=CNM-00-10aab7e&linkId=29990731",46867,73320,10/16/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Ohio",10/10/2016,10/12/2016,"Marist College","A",724,"lv",1.638076,41,42,9,,39.90177,43.43626,6.473385,,"","http://www.wsj.com/articles/hillary-clinton-leads-by-4-points-in-north-carolina-donald-trump-has-1-point-gain-in-ohio-poll-finds-1476388816?tesla=y",46789,73167,10/13/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Colorado",10/10/2016,10/16/2016,"Quinnipiac University","A-",685,"lv",1.635653,45,37,10,,45.74696,37.21629,8.348416,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388",46941,73423,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",10/10/2016,10/11/2016,"Public Policy Polling","B+",986,"lv",1.634041,47,43,,,44.63864,41.28782,,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NV_101216.pdf",46771,73138,10/12/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",10/11/2016,10/13/2016,"Gravis Marketing","B-",1799,"rv",1.632736,46,42,2,,46.57903,42.41646,1.099329,,"","http://www.breitbart.com/2016-presidential-race/2016/10/15/exclusive-breitbartgravis-poll-clinton-up-4-points-over-trump-in-florida/",46863,73310,10/16/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Massachusetts",10/24/2016,10/26/2016,"Suffolk University","B+",500,"lv",1.619264,57,25,4,,56.87805,25.07652,5.38142,,"","http://www.suffolk.edu/academics/10732.php",47614,74513,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Pennsylvania",10/17/2016,10/19/2016,"Emerson College","B",800,"lv",1.618481,45,41,4,,44.98193,40.11457,2.984357,,"","http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf",47080,73676,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",10/10/2016,10/12/2016,"SurveyUSA","A",654,"lv",1.61553,48,38,6,,47.1652,37.91763,5.263062,,"","http://www.surveyusa.com/client/PollReport.aspx?g=088d0066-02dc-4faa-affe-a321d1390f73&utm_source=twitterfeed&utm_medium=twitter",46794,73186,10/13/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",10/11/2016,10/17/2016,"University of New Hampshire","B+",755,"lv",1.61498,49,34,8,,49.84082,36.70144,6.406795,,"","https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_fall_preselec101916.pdf",47089,73703,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",10/18/2016,10/26/2016,"SurveyMonkey","C-",1337,"lv",1.611844,41,44,9,,40.02978,43.05312,6.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47571,74461,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Illinois",10/18/2016,10/26/2016,"SurveyMonkey","C-",1274,"lv",1.610157,52,34,8,,51.03024,33.0074,5.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47569,74459,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/17/2016,10/20/2016,"American Research Group","C+",1006,"lv",1.584273,49,42,,,46.33684,39.49642,,,"","http://americanresearchgroup.com/pres2016/na16-6.html",47164,73807,10/21/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Arizona",10/21/2016,10/24/2016,"Monmouth University","A+",401,"lv",1.578241,45,46,4,,43.72231,45.90202,4.268153,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_AZ_102516/",47340,74077,10/25/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Texas",10/7/2016,10/15/2016,"University of Houston","B",1000,"lv",1.571018,38,41,4,,38.13477,42.8977,2.942577,,"","http://www.uh.edu/class/hobby/texas2016/",47033,73551,10/18/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",10/22/2016,10/25/2016,"Monmouth University","A+",401,"lv",1.563347,46,42,7,,44.74442,41.75786,7.437901,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NH_102616/",47528,74322,10/26/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Kansas",10/11/2016,10/15/2016,"SurveyUSA","A",581,"lv",1.550526,36,47,7,,34.99159,46.87489,6.409305,,"","http://ksn.com/2016/10/18/ksn-news-poll-continues-to-show-strong-support-for-trump-in-kansas/",47063,73643,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Texas",10/10/2016,10/12/2016,"SurveyUSA","A",638,"lv",1.549416,43,47,3,,42.10951,46.79242,2.263062,,"","http://www.wfaa.com/news/local/texas-news/new-poll-trump-lead-shrinks-in-texas-within-margin-of-error/335896258",46796,73189,10/14/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Colorado",10/12/2016,10/13/2016,"Gravis Marketing","B-",1226,"rv",1.543954,44,39,6,,44.53738,39.4996,5.177217,,"","http://www.breitbart.com/2016-presidential-race/2016/10/15/exclusive-breitbartgravis-poll-clinton-opens-lead-over-trump-44-39-in-colorado-gains-5-points-in-a-week/",46862,73308,10/15/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Utah",10/17/2016,10/19/2016,"Emerson College","B",700,"lv",1.542842,24,27,5,31,23.91195,25.97751,3.776695,31.6986,"","http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf",47082,73678,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Georgia",10/20/2016,10/20/2016,"Landmark Communications","B",600,"lv",1.538846,43,47,5,,42.15432,47.45755,5.024949,,"","http://big.assets.huffingtonpost.com/LANDMARKGA.pdf",47169,73815,10/21/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"New Mexico",10/18/2016,10/26/2016,"SurveyMonkey","C-",1175,"lv",1.52489,42,34,20,,41.02992,33.03912,17.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47587,74477,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",10/10/2016,10/15/2016,"CNN/Opinion Research Corp.","A-",698,"lv",1.517143,46,44,7,,45.40621,42.85323,5.331593,,"","http://i2.cdn.turner.com/cnn/2016/images/10/17/link.2..pdf",46884,73350,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Maryland",10/18/2016,10/26/2016,"SurveyMonkey","C-",1046,"lv",1.506927,62,27,6,,61.0304,25.99094,3.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47576,74466,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/12/2016,10/17/2016,"Public Religion Research Institute","",692,"lv",1.493098,51,36,,,48.69508,36.32227,,,"","http://www.prri.org/research/prri-brookings-october-19-2016-presidential-election-horserace-clinton-trump/",47064,73644,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Utah",10/18/2016,10/26/2016,"SurveyMonkey","C-",1069,"lv",1.476295,29,32,7,29,28.00314,30.96691,4.06093,29.23287,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47600,74490,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",10/10/2016,10/11/2016,"Clarity Campaign Labs","B",1010,"lv",1.471168,43,43,,,42.20778,42.89658,,,"","http://endcitizensunited.org/wp-content/uploads/2016/10/ECU-NV-poll3-Oct12.pdf",46779,73151,10/13/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/17/2016,10/18/2016,"The Times-Picayune/Lucid","",924,"lv",1.470657,42,41,8,,42.26428,43.50555,6.235775,,"","http://luc.id/wp-content/uploads/2016/10/North-Carolina-Battleground-Results.pdf",47252,73946,10/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/20/2016,10/23/2016,"Monmouth University","A+",402,"lv",1.465605,47,46,4,,45.73638,45.98212,4.120347,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NC_102416/",47254,73952,10/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",10/10/2016,10/16/2016,"Quinnipiac University","A-",660,"lv",1.464417,48,44,4,,48.71976,44.132,2.348416,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388",46942,73424,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Pennsylvania",10/10/2016,10/16/2016,"Quinnipiac University","A-",660,"lv",1.464417,47,41,6,,47.70698,41.09241,4.348415,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388",46944,73426,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/8/2016,10/13/2016,"George Washington University (Battleground)","B",1000,"lv",1.459123,47,39,8,,47.69466,39.95441,5.606945,,"","https://mediarelations.gwu.edu/new-gw-battleground-poll-clinton-begins-pull-away-trump-and-voters-think-she%E2%80%99ll-win",46875,73332,10/17/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Georgia",10/17/2016,10/18/2016,"The Times-Picayune/Lucid","",807,"lv",1.449168,44,40,8,,44.25895,42.46461,6.235775,,"","http://luc.id/wp-content/uploads/2016/10/Georgia-Battleground-Results.pdf",47251,73945,10/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",10/17/2016,10/18/2016,"The Times-Picayune/Lucid","",892,"lv",1.445768,45,39,6,,45.27274,41.57055,4.235775,,"","http://luc.id/wp-content/uploads/2016/10/Florida-Battleground-Results.pdf",47250,73944,10/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",10/5/2016,10/7/2016,"YouGov","B",993,"lv",1.43015,43,39,4,,43.86311,39.27218,3.996072,,"","http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068",46569,72848,10/9/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",10/18/2016,10/26/2016,"SurveyMonkey","C-",1041,"lv",1.418508,44,44,10,,43.03015,43.01635,7.13015,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47584,74474,10/27/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/14/2016,10/17/2016,"National Research, Inc.","B+",600,"lv",1.417192,44,42,5,,44.05773,43.43957,4.313105,,"","https://www.nccivitas.org/wp-content/uploads/2016/10/CivitasOctoberPoll_release.pdf",47085,73695,10/19/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/18/2016,10/23/2016,"Centre College","",569,"lv",1.411298,44.9,40,6,,45.26718,40.75396,5.222717,,"","http://web.centre.edu/benjamin.knoll/2016FCSStopline.pdf",47255,73954,10/24/16,"14:56:09 28 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/28/16,"Oklahoma",10/18/2016,10/20/2016,"SoonerPoll.com","B",530,"lv",1.411109,29.6,59.6,4.5,,29.05136,58.71379,4.513537,,"","http://soonerpoll.com/oklahoman-trump-solidifies-lead-in-oklahoma-poll-shows/?utm_content=buffer9d4e9&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer",47238,73922,10/23/16,"14:56:09 28 Oct 2016"
